,title,address,price,bedroom,bathroom,floor,parking,property_id,property_face,build_year,views,area_covered,road_access,build_up_area,posted,amenities
845,"SOLD OUT : House For Sale In Budhanilkantha, Kathmandu","024, Budhanilkantha, Kathmandu","NPR. 3,50,00,000 Onwards",5,4,3,5,BN5124,East,2076,738,2845 Sq. Feet,12 Feet / Blacktopped,3420 Sq. Feet,3 years ago,"['Balcony', 'Deck', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply']"
846,"SOLD OUT : Banasthali Home On Sale : House For Sale In Banasthali, Kathmandu","Banasthali, Banasthali, Kathmandu","NPR. 2,50,00,000",6,0,N/A,1,BN5120,North East,2018,1.2K,4 Aana,16 Feet / Gravelled,2250 Aana,3 years ago,"['Garage', 'Balcony', 'Garden', 'Microwave', 'Modular Kitchen', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well']"
847,"Sold Out : House At Tikathali : House For Sale In Tikathali, Lalitpur","Tikathali, Tikathali, Lalitpur","NPR. 1,60,00,000",0,0,0,1,BN5118,North,N/A,855,0-3-0-0 Sq. Feet,13 Feet / Gravelled,0-2-2-0 Sq. Feet,3 years ago,[]
848,"SOLD OUT: 1 Storey House On Sale At Makalbari : House For Sale In Makalbari, Kathmandu","Makalbari, Makalbari, Kathmandu","NPR. 1,05,00,000 Total price",2,1,1,1,BN5113,South West,2068,4.1K,3.2 Aana,12 Feet / Gravelled,750 Aana,3 years ago,"['Garage', 'Deck', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Water Supply', 'Water Well']"
849,"House At Baluwakhani, Kapan : House For Sale In Kapan, Kathmandu","Kapan Gumba, Kapan, Kathmandu","NPR. 1,25,00,000",3,3,3,0,BN5112,North,2074,5.2K,3 Aana,10 Feet / Gravelled,700 Aana,3 years ago,"['Balcony', 'Deck', 'Fencing', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Well']"
850,"SOLD OUT : Bafal Home On Sale. : House For Sale In Bafal, Kathmandu","Bafal, Bafal, Kathmandu","NPR. 1,35,00,000",0,2,N/A,0,BN5108,East,N/A,2K,2-2 Aana,12 Feet,N/A Aana,3 years ago,[]
851,"SOLD OUT : House For Sale In Budhanilkantha, Kathmandu","Budhanilkantha, Budhanilkantha, Kathmandu","NPR. 14,25,00,000",42,0,N/A,0,BN5076,South,N/A,773,7 Aana,22 Feet / Blacktopped,N/A Aana,3 years ago,[]
852,"House For Sale In Khumaltar, Lalitpur","Khumaltar, Khumaltar, Lalitpur","NPR. 1,95,00,000",6,5,3,0,BN5050,South,N/A,3.4K,4 Aana,14 Feet,N/A Sq. Feet,3 years ago,"['Balcony', 'Garden', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank']"
853,"SOLD OUT : House For Sale In Kalanki, Kathmandu","Kalanki, Kalanki, Kathmandu","NPR. 3,80,00,000",7,4,3,0,BN5046,East,N/A,1.3K,6.1 Aana,14 Feet,3400 Aana,3 years ago,"['Balcony', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank']"
854,"House For Sale In Sitapaila, Kathmandu","Sita Home Colony, Sitapaila, Kathmandu","NPR. 2,95,00,000",4,3,3,0,BN5037,South East,N/A,2.2K,7 Aana,20 Feet,N/A Sq. Feet,3 years ago,"['Balcony', 'Garden', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank']"
855,"SOLD OUT : House For Sale In Tokha, Kathmandu","Near, Grandy, Tokha, Kathmandu","NPR. 1,40,00,000 Total price",6,0,N/A,0,BN5032,North,N/A,1.1K,4 Aana,12 Feet / Soil Stabilized,N/A Aana,3 years ago,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']"
856,"SOLD OUT : House For Sale In Hattisar, Kathmandu","Hattisar, Hattisar, Kathmandu","NPR. 4,35,00,000",0,0,3,0,BN5027,West,N/A,801,3.85 Aana,20 Feet,N/A Aana,3 years ago,"['Drainage', 'Water Supply']"
857,"SOLD OUT : House For Sale In Boudha, Kathmandu","Boudha, Boudha, Kathmandu","NPR. 2,20,00,000",10,3,3,0,BN5022,South,N/A,876,0-3-1-0 Aana,20 Feet,N/A Aana,3 years ago,"['Drainage', 'Water Supply', 'Water Tank']"
858,"SOLD OUT : House For Sale In Dadikot, Bhaktapur","Dadikot, Dadikot, Bhaktapur","NPR. 2,25,00,000",12,4,4,0,BN5011,South East,N/A,574,4 Aana,20 Feet,2610 Aana,3 years ago,"['Balcony', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank']"
859,"House For Sale In Sitapaila, Kathmandu","Dada Pauwa, Sitapaila, Kathmandu","NPR. 1,80,00,000",3,4,3,0,BN5006,South,N/A,1.6K,3.5 Aana,13 Feet,N/A Sq. Feet,3 years ago,"['Balcony', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank']"
860,"SOLD OUT : House For Sale In Sukedhara, Kathmandu","Sukedhara, Sukedhara, Kathmandu","NPR. 3,45,00,000",9,4,4,0,BN5000,East,N/A,790,6.3 Aana,12 Feet,N/A Aana,3 years ago,"['Balcony', 'Garden', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank']"
861,"SOLD OUT : House For Sale In Basundhara, Kathmandu","Basundhara, Basundhara, Kathmandu","NPR. 7,25,00,000",7,6,N/A,0,BN4998,South West,N/A,698,14 Aana,20 Feet,N/A Aana,3 years ago,"['Balcony', 'Garden', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank']"
862,"SOLD OUT : House For Sale In Tokha, Kathmandu","Nearby, Grandy Hospital, Tokha, Kathmandu","NPR. 1,15,00,000 Total price",2,1,1,0,BN4997,North,N/A,1.2K,3 Aana,13 Feet / Gravelled,N/A Aana,3 years ago,"['TV Cable', 'Water Supply', 'Water Tank']"
863,"House For Sale In Lazimpat, Kathmandu","Lazimpat, Lazimpat, Kathmandu","NPR. 2,75,00,000",9,7,N/A,0,BN4996,North,N/A,1.9K,5 Aana,13 Feet,N/A Aana,3 years ago,"['Balcony', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank']"
864,"SOLD OUT : House For Sale In Basundhara, Kathmandu","Basundhara, Basundhara, Kathmandu","NPR. 3,75,00,000",2,3,3,0,BN4979,North,N/A,702,5 Aana,14 Feet / Blacktopped,N/A Aana,3 years ago,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']"
865,"SOLD OUT : House For Sale In Bhangal, Kathmandu","Bhangal, Bhangal, Kathmandu","NPR. 3,25,00,000 onwards",4,3,3,1,BN4966,South,2074,660,0-4-2-0 Sq. Feet,26 Feet / Paved,2856 Sq. Feet,3 years ago,"['Garage', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Water Supply', 'Solar Water', 'Water Tank']"
866,"SOLD OUT: HOUSE : House For Sale In Pasikot, Kathmandu","Pasikot, Pasikot, Kathmandu","NPR. 1,75,00,000",0,0,3,0,BN4944,West,N/A,1K,4 Aana,16 Feet,N/A Aana,3 years ago,[]
867,"SOLD OUT: : House For Sale In Hattigauda, Kathmandu","Hattigauda, Hattigauda, Kathmandu","NPR. 3,75,00,000",0,0,3,0,BN4942,South,N/A,798,6 Aana,20 Feet,N/A Aana,3 years ago,"['Balcony', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank']"
868,"SOLD OUT : House For Sale In Dharan, Dharan","Dharan-13, Dharan, Dharan","NPR. 1,25,00,000",0,0,2,0,BN4940,North,N/A,5.2K,16 Dhur,15 Feet / Blacktopped,N/A Dhur,3 years ago,[]
869,"SOLD OUT : House For Sale In Tarahara, Sunsari","Harsala Toll, Tarahara, Sunsari","NPR. 1,50,00,000",0,0,3,0,BN4935,North,N/A,1.8K,15 Dhur,15 Feet / Blacktopped,N/A Dhur,3 years ago,[]
870,"SOLD OUT : House For Sale In Hattigauda, Kathmandu","Hattigauda, Hattigauda, Kathmandu","NPR. 1,80,00,000",0,0,3,0,BN4924,South,N/A,778,3 Aana,13 Feet,N/A Aana,3 years ago,[]
871,"Sold Out : House At Dhulikhel : House For Sale In Dhulikhel, Kavre","Dhulikhel near KU, Dhulikhel, Kavre","NPR. 1,52,00,000 Onwards",11,2,3,2,BN4890,South,2018,2.1K,817 Sq. Feet,10 Feet / Gravelled,0-4-0-2 Sq. Feet,3 years ago,"['Garage', 'Balcony', 'Fencing', 'Garden', 'TV Cable', 'Wifi', 'Water Supply', 'Water Well']"
872,"SOLD OUT: A Newly House Built In A Nice And Quiet Residential Area On Sale : House For Sale In Basbari, Kathmandu","Hepali height, Basbari, Kathmandu","NPR. 4,50,00,000 Onwards",4,0,N/A,2,BN4884,South,2018,1K,7-0-2 Aana,20 Feet / Paved,N/A Aana,3 years ago,"['Lawn', 'Air Condition', 'Balcony', 'Fencing', 'Garden', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']"
873,"SOLD OUT : House For Sale In Pasikot, Kathmandu","Budhanilkantha, Pasikot, Kathmandu","NPR. 1,38,00,000 Onwards",2,1,N/A,0,BN4878,East,N/A,997,0-4-3-0 Aana,12 Feet / Soil Stabilized,N/A Ropani,3 years ago,"['Garage', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Well']"
874,"SOLD OUT : House For Sale In Budhanilkantha, Kathmandu","Bhangal, Sundarbasti, Budhanilkantha, Kathmandu","NPR. 1,78,00,000",7,0,2,0,BN4850,North,N/A,1.3K,0-3-1-0 Aana,15 Feet / Gravelled,N/A Aana,3 years ago,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']"
875,"SOLD OUT : House For Sale In Golfutar, Kathmandu","Golfutar, Golfutar, Kathmandu","NPR. 2,90,00,000",5,3,2.5,0,BN4849,South West,N/A,913,4 Aana,15 Feet / Blacktopped,N/A Aana,3 years ago,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']"
876,"SOLD OUT : House For Sale In Kalanki, Kathmandu","Nearby, Makalu Petrol Pump, Kalanki, Kathmandu","NPR. 67,50,000 Per Aana",7,5,3,3,BN4832,North East,N/A,15.3K,0-13-1-2 Aana,15 Feet / Blacktopped,N/A Ropani,3 years ago,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']"
877,"SOLD OUT : House For Sale In Mandikatar, Kathmandu","Mandikatar Height, Mandikatar, Kathmandu","NPR. 5,10,00,000",0,0,3,0,BN4791,South,N/A,1.1K,8 Aana,15 Feet / Blacktopped,N/A Aana,3 years ago,"['Balcony', 'Garden', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']"
878,"SOLD OUT : House For Sale In Budhanilkantha, Kathmandu","Budhanilkantha, Muhanpokhari, Budhanilkantha, Kathmandu","NPR. 2,90,00,000 Total price",0,0,3,0,BN4750,North East,2076,2.7K,0-5-0-3 Aana,20 Feet / Gravelled,N/A Aana,3 years ago,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Water Supply', 'Solar Water', 'Water Tank']"
879,"Commercial Building : House For Sale In Gatthaghar, Bhaktapur","Gathaghar, Bhaktapur, Gatthaghar, Bhaktapur","NPR. 7,50,00,000",0,0,5,0,BN4727,South,2075,1.9K,0-6-2-0 Aana,20 Feet / Blacktopped,7500 Sq. Feet,3 years ago,"['Garage', 'Balcony', 'Solar Water', 'Water Well', 'Wifi', 'Water Tank', 'Modular Kitchen', 'Water Supply', 'TV Cable', 'Drainage']"
880,"SOLD OUT : House For Sale In Basundhara, Kathmandu","Basundhara, Basundhara, Kathmandu","NPR. 2,65,00,000",0,0,3,0,BN4712,East,N/A,856,3.5 Aana,12 Feet,N/A Aana,3 years ago,"['Balcony', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank']"
881,"Swarsati Kunj : House For Sale In Balkhu, Kathmandu","Balkhu, Balkhu, Kathmandu","NPR. 4,10,00,000",0,0,3,0,BN4709,East,2075,1.3K,4 Aana,12 Feet / Blacktopped,750 Sq. Feet,3 years ago,"['Balcony', 'Wifi', 'Fencing', 'Drainage', 'Solar Water', 'Washing Machine', 'Garden', 'Water Supply', 'TV Cable', 'Water Tank']"
882,"SOLD OUT : House For Sale In Basundhara, Kathmandu","Basundhara, Basundhara, Kathmandu","NPR. 3,00,00,000",0,0,3,0,BN4686,East,N/A,1K,6 Aana,12 Feet,N/A Aana,3 years ago,"['Balcony', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank']"
883,"House For Sale In Tokha, Kathmandu","Bhutkhel Park, Tokha, Kathmandu","NPR. 1,42,00,000",4,2,2,0,BN4681,West,N/A,1.3K,0-3-1-0 Aana,13 Feet,N/A Sq. Feet,3 years ago,"['Balcony', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank']"
884,"House For Sale In Dhapasi, Kathmandu","Nearby Grande International Hospital, Dhapasi, Kathmandu","NPR. 1,75,00,000",0,0,3,0,BN4662,North East,N/A,2.2K,3.5 Aana,13 Feet,N/A Sq. Feet,3 years ago,"['Balcony', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank']"
885,"House For Sale In Hadigaun, Kathmandu","Hadigaun, Hadigaun, Kathmandu","NPR. 2,00,00,000",0,0,2,0,BN4660,South,N/A,1.8K,4 Aana,13 Feet / Blacktopped,N/A Sq. Feet,3 years ago,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']"
886,"SOLD OUT: Thapa Niwas : House For Sale In Goldhunga, Kathmandu","Purano Gujyeswori, Balaju, Goldhunga, Kathmandu","NPR. 1,80,00,000 20 lakh per aana",0,0,4,0,BN4612,North East,2073,801,0-3-0-0 Aana,10 Feet / Paved,1018 Aana,3 years ago,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']"
887,"SOLD OUT : House For Sale In Maharajgunj, Kathmandu","Maharajgunj, Maharajgunj, Kathmandu","NPR. 7,00,00,000",13,0,4.5,0,BN4603,South East,N/A,1.1K,13 Aana,14 Feet / Gravelled,N/A Aana,3 years ago,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']"
888,"SOLD OUT : House For Sale In Tokha, Kathmandu","Opposite of Grandy Hospital, Tokha, Kathmandu","NPR. 5,30,00,000",6,4,3,3,BN4602,West,N/A,712,7.5 Aana,15 Feet / Blacktopped,N/A Aana,3 years ago,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']"
889,"SOLD OUT : House For Sale In Tokha, Kathmandu","Grande, Tokha, Kathmandu","NPR. 4,30,00,000",6,5,3,3,BN4597,South East,2074,825,8 Aana,12 Feet / Gravelled,5 Aana,3 years ago,"['Garage', 'Balcony', 'Garden', 'Modular Kitchen', 'Swimming Pool', 'Washing Machine', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']"
890,"SOLD OUT : House For Sale In Bhaktapur, Bhaktapur","Bhaktapur, Bhaktapur, Bhaktapur","NPR. 2,15,00,000",9,1,3,1,BN4588,West,2076,1.2K,0-6-0-0 Aana,20 Feet / Gravelled,0-3-0-0 Aana,3 years ago,['Garage']
891,"SOLD OUT : House For Sale In Itahari, Sunsari","Halgada, Itahari, Sunsari","NPR. 64,00,000",3,1,1,0,BN4587,North,N/A,5.7K,6 Dhur,15 Feet / Soil Stabilized,N/A Dhur,3 years ago,"['TV Cable', 'Drainage', 'Water Supply', 'Water Tank']"
892,"Durbarmarg Next To Annapurna Cake Shop : House For Sale In Durbar Marg, Kathmandu","durbarmarg, Durbar Marg, Kathmandu","NPR. 25,00,00,000",0,0,N/A,0,BN4584,East,N/A,1.7K,4 Aana,20 Feet / Blacktopped,4 Aana,3 years ago,[]
893,"Sold Out : House For Sale In Chandol, Kathmandu","Chandol Kathmandu, Chandol, Kathmandu","NPR. 2,45,00,000 total",4,3,2,2,BN4582,East,2073,1.1K,0-3-2-0 Aana,4 Meter / Soil Stabilized,0-3-2-0 Aana,3 years ago,"['Garage', 'Garden', 'Modular Kitchen', 'TV Cable', 'Water Supply', 'Solar Water', 'Water Tank']"
894,"SOLD OUT : House For Sale In Bharatpur, Chitwan","Bharatpur, Bharatpur, Chitwan","NPR. 2,30,00,000",15,6,3,10,BN4572,North,2075,1.3K,10 Dhur,20 Feet / Blacktopped,10 Dhur,3 years ago,"['Garage', 'Balcony', 'Fencing', 'TV Cable', 'Wifi', 'Water Supply', 'Water Tank']"
895,"House For Sale In Baluwatar, Kathmandu","Near PM Quarter, Baluwatar, Kathmandu","NPR. 3,35,00,000",0,0,3,1,BN4566,East,N/A,1.7K,5 Aana,20 Feet / Blacktopped,N/A Sq. Feet,3 years ago,"['Balcony', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank']"
896,"SOLD OUT : House For Sale In Jorpati, Kathmandu","Jorpati, Jorpati, Kathmandu","NPR. 1,40,00,000",0,0,3,1,BN4532,East,N/A,1.1K,2.5 Aana,10 Feet,N/A Aana,3 years ago,"['Balcony', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank']"
897,"SOLD OUT : House For Sale In Nakkhu, Lalitpur","Nearby of Medicity Hospital, Nakkhu, Lalitpur","NPR. 2,55,00,000 Total price",4,4,2.5,0,BN4530,North West,N/A,1.6K,4.2 Aana,14 Feet / Gravelled,N/A Aana,3 years ago,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']"
898,"House For Sale In Dhapasi, Kathmandu","Dhapashi, Basundhara, Tokha - 5, Dhapasi, Kathmandu","NPR. 2,00,00,000 Onwards",9,4,3,4,BN4517,East,N/A,1.1K,0-5-1-0 Aana,7 Feet,0-3-0-0 Aana,3 years ago,"['Water Supply', 'Drainage', 'Garden', 'Fencing', 'Water Well', 'Balcony', 'Wifi', 'Electricity Backup', 'Store Room', 'Kids Playground', 'Lawn', 'Water Tank']"
899,"SOLD OUT : House For Sale In Imadol, Lalitpur","Near Buddha Party Palace, Imadol, Lalitpur","NPR. 1,65,00,000 Total price",5,3,3,0,BN4498,South,N/A,1.5K,3.5 Aana,13 Feet / Blacktopped,N/A Aana,3 years ago,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']"
900,"SOLD OUT : House For Sale In Hadigaun, Kathmandu","Hadigaun, Hadigaun, Kathmandu","NPR. 2,50,00,000",0,0,4,0,BN4494,West,N/A,854,3 Aana,13 Feet,N/A Aana,3 years ago,"['Balcony', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank']"
901,"SOLD OUT : House For Sale In Sukedhara, Kathmandu","Sukedhara, Sukedhara, Kathmandu","NPR. 2,75,00,000",0,0,N/A,0,BN4491,North,N/A,801,4 Aana,13 Feet / Gravelled,N/A Aana,3 years ago,[]
902,"SOLD OUT : House For Sale In Sukedhara, Kathmandu","Sukedhara, Sukedhara, Kathmandu","NPR. 3,18,00,000",10,0,3,0,BN4489,East,N/A,1.1K,5.1 Aana,14 Feet / Blacktopped,N/A Aana,3 years ago,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']"
903,"SOLD OUT : House For Sale In Tokha, Kathmandu","Greenland Chowk, Tokha, Kathmandu","NPR. 2,60,00,000",0,0,3,0,BN4411,West,N/A,810,4.1 Aana,15 Feet / Blacktopped,N/A Aana,3 years ago,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']"
904,"House For Sale In Satungal, Kathmandu","Satungal, Satungal, Kathmandu","NPR. 95,00,000",4,0,N/A,0,BN4409,South,N/A,2.7K,4 Aana,15 Feet / Soil Stabilized,N/A Sq. Feet,3 years ago,"['TV Cable', 'Drainage', 'Water Supply', 'Water Tank']"
905,"SOLD OUT : House For Sale In Kapan, Kathmandu","Aakashaydhara, Kapan, Kathmandu","NPR. 1,50,00,000",0,0,N/A,0,BN4408,West,N/A,1.2K,3 Aana,13 Feet / Blacktopped,N/A Aana,3 years ago,"['Garden', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']"
906,"SOLD OUT: Commercial House : House For Sale In Naxal, Kathmandu","naxal main road , next to NMB Bank, Naxal, Kathmandu","NPR. 15,00,00,000",0,0,3.5,0,BN4406,North,2065,1.4K,0-6-2-0 Aana,20 Feet,4000 Aana,3 years ago,"['Garage', 'Garden', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well']"
907,"SOLD OUT : House For Sale In Tokha, Kathmandu","Mahadevtar, Tokha, Kathmandu","NPR. 6,00,00,000",0,0,3,3,BN4392,East,N/A,594,9 Aana,13 Feet,N/A Aana,3 years ago,"['Balcony', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank']"
908,"Sold Out : Bafal Kohinoor Housing Colony : House For Sale In Kalimati, Kathmandu","Purano Kalimati, Kalimati, Kathmandu","NPR. 2,95,00,000",0,0,N/A,0,BN4388,East,N/A,2.4K,0-3-3-0 Aana,0 Feet,N/A Aana,3 years ago,"['Lawn', 'Garage', 'Air Condition', 'Balcony', 'TV Cable', 'Drainage', 'Water Supply', 'Solar Water', 'Internet', 'Parking']"
909,"House For Sale In Tahachal, Kathmandu","Tahachal, Kathmandu, Tahachal, Kathmandu","NPR. 4,00,00,000",0,0,2.5,0,BN4386,West,N/A,1.9K,6.1 Aana,20 Feet / Paved,3.5 Aana,3 years ago,[]
910,"SOLD OUT : House For Sale In Sukedhara, Kathmandu","Sukedhara, Sukedhara, Kathmandu","NPR. 1,90,00,000",3,2,2,0,BN4384,South West,N/A,1.9K,3.1 Aana,24 Feet / Blacktopped,N/A Aana,3 years ago,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']"
911,"SOLD OUT : House For Sale In Basundhara, Kathmandu","Basundhara, Basundhara, Kathmandu","NPR. 3,25,00,000",4,3,N/A,0,BN4383,North West,N/A,717,5.5 Aana,16 Feet / Gravelled,N/A Aana,3 years ago,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']"
912,"SOLD OUT : House For Sale In Hattigauda, Kathmandu","Hattigauda, Hattigauda, Kathmandu","NPR. 3,20,00,000",5,4,3,0,BN4378,South,N/A,731,5 Aana,15 Feet / Gravelled,N/A Aana,3 years ago,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']"
913,"SOLD OUT : House For Sale In Golfutar, Kathmandu","Hepali, Golfutar, Kathmandu","NPR. 2,85,00,000",5,0,3,0,BN4374,North East,N/A,3.4K,4.1.1 Aana,12 Feet / Gravelled,N/A Aana,3 years ago,"['Balcony', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank']"
914,"SOLD OUT : House For Sale In Basundhara, Kathmandu","Basundhara, Basundhara, Kathmandu","NPR. 2,60,00,000",5,3,3,0,BN4372,East,N/A,4K,4.3 Aana,12 Feet / Blacktopped,N/A Aana,3 years ago,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']"
915,"SOLD OUT : House For Sale In Syuchatar, Kathmandu","Nagarjun, Syuchatar, Kathmandu","NPR. 4,00,00,000",0,0,N/A,0,BN4318,South,N/A,906,20 Aana,16 Feet / Blacktopped,N/A Aana,3 years ago,"['Balcony', 'Garden', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']"
916,"SOLD OUT : House For Sale In Goldhunga, Kathmandu","Nearby, Rangasala, Goldhunga, Kathmandu","NPR. 65,00,000",3,1,1,0,BN4301,West,N/A,1.9K,2.5 Aana,10 Feet / Soil Stabilized,N/A Aana,3 years ago,"['TV Cable', 'Drainage', 'Water Supply', 'Water Tank']"
917,"SOLD OUT : House For Sale In Kadaghari, Kathmandu","Kadaghari.pepsicola, Kadaghari, Kathmandu","NPR. 1,25,00,000",3,1,1,1,BN4181,North East,2074,1.1K,3 Aana,13 Feet / Gravelled,3 Aana,3 years ago,[]
918,"SOLD OUT : House For Sale In Maharajgunj, Kathmandu","Chapal kharkhana, Maharajgunj, Kathmandu","NPR. 7,00,00,000",7,5,3,8,BN4130,East,2059,1.6K,15 Aana,12 Feet / Blacktopped,6 Aana,3 years ago,"['Lawn', 'Balcony', 'Garden', 'Water Supply', 'Solar Water', 'Water Tank']"
919,"Sold Out : House For Sale In Imadol, Lalitpur","Near Pawan Prakriti School, Imadol, Lalitpur","NPR. 1,42,00,000",2,1,1,4,BN4107,East,2074,1.1K,3.5 Aana,20 Feet / Gravelled,N/A Aana,3 years ago,[]
920,"SOLD OUT : House For Sale In Samakhusi, Kathmandu","Samakhusi, Samakhusi, Kathmandu","NPR. 5,50,00,000",0,0,3,0,BN4091,East,N/A,702,8 Sq. Feet,13 Feet,N/A Sq. Feet,3 years ago,"['Balcony', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank']"
921,"SOLD OUT : House For Sale In Lazimpat, Kathmandu","Lazimpat, Lazimpat, Kathmandu","NPR. 3,00,00,000",0,0,3,0,BN4089,South East,N/A,1.4K,6 Aana,10 Feet,N/A Aana,3 years ago,"['Balcony', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank']"
922,"Sold Out : House For Sale In Budhanilkantha, Kathmandu","Kapan, Budhanilkantha, Kathmandu","NPR. 1,28,00,000",2,1,1,2,BN4073,West,2075,2.2K,3.2 Aana,12 Feet / Gravelled,3.1 Aana,3 years ago,"['Garden', 'Modular Kitchen', 'TV Cable', 'Water Supply', 'Water Tank']"
923,"SOLD OUT : House For Sale In Manamaiju, Kathmandu","Manamaiju, Manamaiju, Kathmandu","NPR. 2,50,00,000",0,0,3,0,BN4072,West,N/A,961,5.5 Aana,13 Feet,N/A Aana,3 years ago,"['Balcony', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank']"
924,"House For Sale In Gongabu, Kathmandu","Nearby Indraini Bridge, Gongabu, Kathmandu","NPR. 1,25,00,000",0,0,1,1,BN4070,East,N/A,1.2K,3.25 Aana,10 Feet,N/A Sq. Feet,3 years ago,"['TV Cable', 'Drainage', 'Water Supply', 'Water Tank']"
925,"House For Sale In Dhungedhara, Kathmandu","Dhungedhara, Dhungedhara, Kathmandu","NPR. 2,30,00,000",0,0,3,0,BN4069,South,N/A,3.6K,4 Aana,12 Feet,N/A Sq. Feet,3 years ago,"['Balcony', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank']"
926,"SOLD OUT : House For Sale In Chandol, Kathmandu","Chandol, Chandol, Kathmandu","NPR. 1,50,00,000",0,0,N/A,0,BN4068,South East,N/A,893,2 Aana,20 Feet,N/A Aana,3 years ago,"['Drainage', 'Water Tank']"
927,"House For Sale In Budhanilkantha, Kathmandu","Chappali Bhadrakali, Budhanilkantha, Kathmandu","NPR. 2,50,00,000",0,0,N/A,1,BN4066,South East,N/A,1.1K,4 Aana,13 Feet,N/A Sq. Feet,3 years ago,"['Balcony', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank']"
928,"SOLD OUT: Hotel Rupa Begnas Lake Inn : House For Sale In Lekhnath, Pokhara","Begnas lake, Lekhnath, Pokhara","NPR. 2,00,00,000 25",9,10,3,3,BN4061,North,2074,1K,0-4-0-0 Aana,20 Feet / Gravelled,0-2-3-0 Aana,3 years ago,"['Garage', 'Balcony', 'Garden', 'Microwave', 'TV Cable', 'Washing Machine', 'Wifi', 'Water Supply', 'Solar Water']"
