Title,Address,Price,Bedroom,Bathroom,Floors,Parking,Face,Year,Views,Area,Road,Build Area,Posted,Amenities
"Tokha House(Residential) : House For Sale In Tokha, Kathmandu","Grande Tole, Tokha, Kathmandu","NPR. 3,50,00,000 Onwards",0,0,3.0,0,East,,230,6-1 Aana,13 Feet,N/A Aana,3 weeks ago,[]
"New House For Sale At Puspalal Chowk Biratnagar For Sale : House For Sale In DDC Chowk, Biratnagar","Puspalal Chowk, Biratnagar, DDC Chowk, Biratnagar","NPR. 90,00,000 Onwards",3,1,1.0,1,East,2021.0,164,10 Dhur,20 Feet / Gravelled,7 Dhur,3 weeks ago,"['Drainage', 'Parking', 'Water Supply', 'Garden', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Water Tank', 'Internet']"
"House For Sale In Tikathali, Lalitpur","Mahalaxmi-05, Tikathali, Tikathali, Lalitpur","NPR. 1,70,00,000",2,1,1.0,1,North,,164,0-3-1 Aana,13 Feet / Gravelled,785 Sq. Feet,4 weeks ago,[]
"COmmercial Property At Ringroad : House For Sale In Ekantakuna, Lalitpur","Kusunti, Ekantakuna, Lalitpur","NPR. 3,20,00,000 Per Ropani",0,3,,2,North,,194,0-3-3-2 Aana,94 Feet / Blacktopped,0-3-3-2 Aana,1 month ago,[]
"House For Sale In Tarkeshwor, Kathmandu","Tarkeshor-5, Aryaltar, New Rangasala Basti, Goldhunga, Tarkeshwor, Kathmandu","NPR. 1,70,00,000 Onwards",5,2,2.0,1,East,2079.0,180,3 Aana,10 Feet / Gravelled,3 Aana,1 month ago,"['Parking', 'Wifi', 'Balcony', 'Water Supply', 'Garden', 'TV Cable', 'Water Well', 'Water Tank', 'Internet']"
"Bungalow For Sale In Gahanapokhari : House For Sale In Naxal, Kathmandu","Gahana Pokhari, Naxal, Kathmandu","NPR. 8,35,00,000 Onwards",4,4,3.0,0,South East,,259,9-3-1 Aana,13 Feet,2800 Sq. Feet,1 month ago,"['Lawn', 'Parking', 'Garden', 'Water Supply', 'Microwave', 'Modular Kitchen', 'Washing Machine', 'CCTV', 'Wifi']"
"House Sale In Chandragiri 7 : House For Sale In Chandragiri, Kathmandu","itakhel, Chandragiri, Kathmandu","NPR. 2,20,00,000",6,3,3.0,2,East,2017.0,165,5 Aana,10 Feet / Paved,N/A Aana,1 month ago,"['Drainage', 'Parking', 'Balcony', 'Water Supply', 'Garden', 'TV Cable', 'Wifi', 'Water Well', 'Internet']"
"22 Aana Amazing Bungalow For SALE At Bhaisepati, Lalitpur : House For Sale In Bhaisepati, Lalitpur","Bhaisepati, Bhaisepati, Lalitpur","NPR. 18,70,00,000",0,0,,0,East,,181,22 Aana,0 Feet,N/A Aana,1 month ago,"['Drainage', 'Garage', 'Parking', 'Garden', 'Water Supply', 'Fencing', 'Deck', 'Balcony', 'Water Tank', 'Water Well']"
"13 Aana Amazing Bungalow For Sale , Bhaisepati : House For Sale In Bhaisepati, Lalitpur","Bhaisepati, Bhaisepati, Lalitpur","NPR. 13,50,00,000",0,0,,0,South,,120,13 Aana,16 Feet / Paved,N/A Aana,1 month ago,"['Lawn', 'Drainage', 'Garage', 'Parking', 'Garden', 'Water Supply', 'Fencing', 'Balcony', 'Water Tank', 'Water Well']"
"House For Sale At Koteshwor. : House For Sale In Koteshwor, Kathmandu","Koteshwor 32, Koteshwor, Kathmandu","NPR. 2,70,00,000 Onwards",0,4,4.0,4,East,,134,4 Aana,12 Feet,1369 Sq. Feet,1 month ago,[]
"House On Sale In Imadol : House For Sale In Imadol, Lalitpur","Near downtown, Imadol, Lalitpur","NPR. 2,80,00,000 Onwards",7,3,3.0,1,North East,2022.0,190,3-2-2 Aana,18 Feet / Gravelled,2-3 Aana,1 month ago,"['Parking', 'Balcony', 'Modular Kitchen', 'Water Well', 'Water Tank', 'Solar Water', 'Maintenance']"
"House On Sale In Tikathali : House For Sale In Tikathali, Lalitpur","Tikathali, Tikathali, Lalitpur","NPR. 3,50,00,000 Onwards",6,5,3.0,1,North East,,160,4 Aana,10 Feet,3 Aana,1 month ago,"['Parking', 'Balcony', 'Water Supply', 'Fencing', 'Modular Kitchen', 'Store Room', 'Water Tank']"
"House For Sale In Mahalaxmi Nagarpalika, Lalitpur","Changathali-7 Mahalaxmi Nagarpalika, Mahalaxmi Nagarpalika, Lalitpur","NPR. 1,80,00,000",4,3,3.0,1,North,2073.0,133,3 Aana,13 Feet / Gravelled,990 Sq. Feet,1 month ago,"['Drainage', 'Parking', 'Balcony', 'Fencing', 'Water Supply', 'Modular Kitchen', 'Wifi', 'Store Room']"
"Bungalow : House For Sale In Maharajgunj, Kathmandu","Near Kanti Children Hospital, Maharajgunj, Kathmandu","NPR. 11,00,00,000",0,0,2.5,2,South East,,691,0-10-0-0 Aana,12 Feet / Blacktopped,N/A Aana,1 month ago,[]
"House For Sale In Thamel, Kathmandu","Golkhupakha, Thamel, Thamel, Kathmandu","NPR. 2,60,00,000 Onwards",6,5,3.0,0,East,2073.0,222,4 Aana,0 Feet / Alley,3.2 Aana,1 month ago,"['Lawn', 'Balcony', 'Water Supply', 'Fencing']"
"4 Storey Residential Flat System House : House For Sale In Kalanki, Kathmandu","Kalanki Malpot, Kritipur-1, Kalanki, Kathmandu","NPR. 3,35,00,000 Total Price",8,5,4.0,0,East,2065.0,182,0-4-0-0 Aana,8 Feet / Blacktopped,3200 Sq. Feet,2 months ago,"['Balcony', 'Deck', 'Fencing', 'Garden', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Internet', 'Parking', 'Store Room']"
"House For Sale : House For Sale In Chauthe, Pokhara","Pargati tole, Chauthe, Pokhara","NPR. 2,80,00,000",6,6,3.0,3,North East,2023.0,260,133.30 Sq. Meter,20 Feet / Blacktopped,900 Sq. Feet,2 months ago,"['Parking', 'Balcony', 'Modular Kitchen', 'Washing Machine', 'Solar Water', 'Water Tank', 'Electricity Backup', 'Internet', 'Water Supply']"
"House For Sale Nakhu : House For Sale In Nakkhu, Lalitpur","Aadinath marga, Nakkhu, Lalitpur","NPR. 3,60,00,000 Onwards",4,5,2.0,2,South West,2076.0,273,0-4-1-0 Aana,13 Feet / Paved,856 Sq. Feet,2 months ago,"['Drainage', 'Parking', 'Balcony', 'Garden', 'Solar Water', 'Modular Kitchen', 'Water Tank', 'Water Well', 'Store Room']"
"House On Sale In Ranibari : House For Sale In Ranibari, Kathmandu","Ranibari, Ranibari, Kathmandu","NPR. 2,20,00,000",9,4,3.0,0,South East,2050.0,294,2.75 Aana,8 Feet / Gravelled,2.5 Aana,2 months ago,"['Parking', 'Balcony', 'Fencing', 'Water Supply', 'Water Tank', 'Water Well']"
"House On Sale Sital Hight Imadol : House For Sale In Imadol, Lalitpur","Sital hight, Imadol, Lalitpur",NPR. 255 Onwards,4,4,3.0,0,North East,,224,3-1-0 Aana,13 Feet,2-3 Aana,2 months ago,"['Parking', 'Store Room']"
"House For Sale New House : House For Sale In Lekhnath, Pokhara","Lekhnath power house near mandip milan hall and behind gurukul school, Lekhnath, Pokhara","NPR. 1,25,00,000 Onwards",2,2,1.0,1,North,2022.0,326,4.3.2 Aana,20 Feet / Gravelled,1131 Sq. Feet,2 months ago,[]
"House On Sell In Imadol : House For Sale In Imadol, Lalitpur","Imadol, Imadol, Lalitpur",NPR. 285 Onwards,4,4,3.0,4,North West,,277,3-2-0 Aana,13 Feet,1026 Sq. Feet,2 months ago,"['Parking', 'Modular Kitchen', 'Water Tank']"
"House For Sale : House For Sale In Bafal, Kathmandu","Ringroad Bafal, Bafal, Kathmandu","NPR. 7,50,00,000 Total Price",10,3,3.0,2,West,2066.0,254,0-12-0-0 Aana,13 Feet / Blacktopped,3100 Sq. Feet,2 months ago,"['Lawn', 'Garage', 'Balcony', 'Deck', 'Fencing', 'Garden', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Internet', 'Parking', 'Store Room']"
"RESIDENTIAL PLUS COMMERCIAL : House For Sale In Kupondole, Lalitpur","Kupondole, Kupondole, Lalitpur","NPR. 6,20,00,000",6,3,3.0,0,South,,206,0-6-0-0 Aana,13 Feet / Blacktopped,N/A Sq. Feet,2 months ago,"['Balcony', 'Fencing', 'Garden', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank', 'Parking', 'Store Room']"
"House For Sale Bhaisepati : House For Sale In Bhaisepati, Lalitpur","189/106, Bhaisepati, Lalitpur","NPR. 3,75,00,000 Onwards",3,4,3.0,2,South,2019.0,296,4-2 Aana,18 Feet,N/A Aana,3 months ago,"['Drainage', 'Garage', 'Parking', 'Balcony', 'Water Supply', 'Garden', 'Store Room', 'Water Tank', 'Solar Water']"
"House For Sale At Hattiban Lalitpur : House For Sale In Hattiban, Lalitpur","Samiti bhawan, Hattiban, Lalitpur","NPR. 2,00,00,000 Onwards",3,2,2.0,1,South East,2071.0,234,3 Aana,14 Feet / Blacktopped,900 Sq. Feet,3 months ago,"['Parking', 'Balcony', 'Fencing', 'Water Supply', 'Drainage', 'Water Well', 'Water Tank']"
"Residential House For Sale : House For Sale In Sinamangal, Kathmandu","Guna Colony, Sinamangal, Sinamangal, Kathmandu","NPR. 5,51,00,000 Total price",7,5,3.0,2,East,2064.0,15.2K,0-6-0-0 Aana,13 Feet / Blacktopped,2800 Aana,3 months ago,[]
"Residential Semi- Bungalow : House For Sale In Gurujudhara, Kathmandu","Balambu, 500 meter from Highway, Gurujudhara, Kathmandu","NPR. 5,00,00,000 Total price",7,6,4.0,2,South East,,532,0-8-0-0 Aana,13 Feet / Concrete,3300 Sq. Feet,3 months ago,"['Lawn', 'Garage', 'Balcony', 'Deck', 'Fencing', 'Garden', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'Solar Water', 'Water Well', 'CCTV', 'Internet', 'Parking', 'Store Room']"
"Imadole Inside 500m From Krishna Mandir : House For Sale In Imadol, Lalitpur","Imadole, Imadol, Lalitpur","NPR. 1,29,00,000 Onwards",2,2,2.0,1,South,2023.0,397,0-3-0-0 Aana,14 Feet / Blacktopped,600 Sq. Feet,3 months ago,[]
"Jaga Kinda Ghar Sitai Ma : House For Sale In Ratnanagar, Chitwan","shaura chwok, Ratnanagar, Chitwan","NPR. 1,50,00,000",4,2,,0,East,,104,0-1-0-0 Kattha,15 Feet / Blacktopped,N/A Aana,3 months ago,"['Drainage', 'Parking', 'Fencing', 'Balcony']"
"House For Sale In Gongabu Ganeshthan : House For Sale In Gongabu, Kathmandu","Gongabu, Ganeshthan, Gongabu, Kathmandu","NPR. 3,50,00,000 Onwards",4,3,3.0,1,South,2072.0,228,128.80 Sq. Meter,12 Feet,2868 Sq. Feet,3 months ago,"['Drainage', 'Parking', 'Balcony', 'Fencing', 'TV Cable', 'Water Tank']"
"House On Sale On Hattigauda, Near Ganesh School : House For Sale In Budhanilkantha, Kathmandu","hattigauda, near ganesh school, Budhanilkantha, Kathmandu","NPR. 3,40,00,000",5,3,2.0,1,North East,2075.0,251,4 Aana,16 Feet / Gravelled,N/A Aana,3 months ago,[]
"Bunglow For Sale At Tokha-6, Dhapasi, Kathmandu : House For Sale In Tokha, Kathmandu","Milan Tole, Tokha, Kathmandu","NPR. 7,00,00,000 Onwards",5,7,3.0,3,North West,2074.0,179,8 aana 2 paisa 2 daam Aana,18 Feet / Blacktopped,N/A Aana,3 months ago,"['Garage', 'Drainage', 'Parking', 'Balcony', 'Water Supply', 'Garden', 'CCTV', 'Modular Kitchen', 'TV Cable', 'Solar Water', 'Water Tank', 'Water Well', 'Lawn', 'Jacuzzi']"
"House For Sale In Godawari, Lalitpur","Bistachap, Godawari, Lalitpur","NPR. 95,00,000",0,0,,0,East,,302,0-2-2-3 Aana,20 Feet / Gravelled,0-2-2-3 Sq. Feet,3 months ago,"['Parking', 'Water Supply', 'Internet']"
"Residential House For Sale At Khusibhu , Nayabazar : House For Sale In Khusibu, Kathmandu","khusibu, Khusibu, Kathmandu","NPR. 3,40,00,000 Onwards",5,3,3.0,1,East,2072.0,249,3-1-1 Aana,0 Feet,1832 Sq. Feet,3 months ago,"['Lawn', 'Drainage', 'Garage', 'Parking', 'Garden', 'Water Supply', 'Fencing', 'Balcony', 'Modular Kitchen', 'Solar Water', 'Water Well', 'Wifi', 'Water Tank', 'Internet', 'Washing Machine']"
"Residential 2.5 Storey : House For Sale In Imadol, Lalitpur","Shree marg, Sitalheight, Imadol, Imadol, Lalitpur","NPR. 2,65,00,000 Total price",4,3,3.0,1,East,2075.0,2.1K,0-3-2-0 Aana,13 Feet / Gravelled,2000 Aana,3 months ago,"['Balcony', 'Deck', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Internet', 'Parking', 'Store Room']"
"House For Sale In Lekhnath, Pokhara : House For Sale In Lekhnath, Pokhara","29, Macchapuchhre toll, Lekhnath, Pokhara","NPR. 3,50,00,000",4,3,3.0,3,East,2016.0,228,1 Ropani,20 Feet / Gravelled,N/A Aana,3 months ago,"['Lawn', 'Drainage', 'Parking', 'Balcony', 'Fencing', 'Water Supply', 'Garden', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Water Tank', 'Electricity Backup', 'Internet', 'Microwave']"
"Bodhi Homes : House For Sale In Bhairahawa, Rupandehi","Om-Satiya, Bhairahawa, Rupandehi","NPR. 2,20,00,000 Onwards",4,4,2.0,4,East,2022.0,321,7 Aana,23 Feet / Blacktopped,1000 Sq. Feet,4 months ago,"['Jacuzzi', 'CCTV', 'Garden', 'Security Staff', 'Maintenance', 'Water Tank', 'Gym', 'Modular Kitchen', 'Swimming Pool', 'Water Supply', 'Balcony', 'Kids Playground']"
"Residential House On Sale Sipadol,Bhaktapur : House For Sale In Sipadol, Bhaktapur","Suryabinayak-08, Sipadol, Bhaktapur","NPR. 3,75,00,000 Onwards",7,4,3.0,2,North,,120,0-4-2-0 Aana,20 Feet,820 Sq. Feet,4 months ago,"['Drainage', 'Parking', 'Air Condition', 'Balcony', 'Water Supply', 'CCTV', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Solar Water', 'Water Well', 'Water Tank', 'Electricity Backup', 'Intercom', 'Internet', 'Microwave']"
"House For Sale In Kapan, Kathmandu","Paiyatar,Kapan Kathmandu, Kapan, Kathmandu","NPR. 4,25,00,000 Onwards",7,0,3.0,2,East,2077.0,192,5 Aana,18 Feet / Paved,3300 Sq. Feet,4 months ago,"['CCTV', 'Parking', 'TV Cable', 'Solar Water', 'Water Well', 'Electricity Backup', 'Internet', 'Kids Playground', 'Water Tank', 'Water Supply', 'Balcony', 'Air Condition', 'Modular Kitchen']"
"Urgent Sale House At Naikap : House For Sale In Naikap, Kathmandu","Adarsh tole, Naikap, Kathmandu","NPR. 55,00,000 Per Aana",3,3,3.0,2,East,2015.0,251,8 Aana,20 Feet / Blacktopped,7 Aana,4 months ago,"['Lawn', 'Drainage', 'Garage', 'Parking', 'Balcony', 'Fencing', 'Water Supply', 'Garden', 'Microwave', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Solar Water', 'Water Tank', 'Kids Playground', 'Maintenance', 'Store Room']"
"Commercial House For Sale In Thamel With Attractive Rental Income : House For Sale In Thamel, Kathmandu","Thamel bhagwatibahal, Thamel, Kathmandu","NPR. 8,95,00,000",0,3,7.0,0,East,2004.0,384,0-2-0-3 Aana,20 Feet / Blacktopped,5500 Sq. Feet,4 months ago,['Water Supply']
"Box-Design : House For Sale In Tikathali, Lalitpur","Buddha Colony, Tikathali, Lalitpur","NPR. 3,75,00,000 Total Price",5,4,2.5,2,South East,,1.8K,0-3-3-0 Aana,13 Feet / Concrete,2400 Sq. Feet,4 months ago,[]
"RESIDENTIAL : House For Sale In Imadol, Lalitpur","Sital Height, Imadol, Lalitpur","NPR. 3,15,00,000 Total Price",6,4,2.5,2,East,,752,0-3-2-2 Aana,13 Feet / Soil Stabilized,N/A Aana,4 months ago,"['Balcony', 'Modular Kitchen', 'Drainage', 'Water Tank', 'Parking', 'Store Room']"
"HOUSE FOR SALE IN POKHARA : House For Sale In Pokhara, Pokhara","House Number, Pokhara, Pokhara","NPR. 2,70,00,000 Onwards",7,6,3.0,3,North,2072.0,917,12 Aana,14 Feet / Paved,6 Aana,5 months ago,"['Drainage', 'Lawn', 'Parking', 'Garage', 'Balcony', 'Fencing', 'Water Supply', 'Garden', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Solar Water', 'Water Tank', 'Internet', 'Kids Playground']"
"Brihat Community Living : House For Sale In Sitapaila, Kathmandu","Ramkot, Sitapaila, Kathmandu","NPR. 7,31,00,000 Total Price",4,4,2.0,2,South West,,1.1K,0-10-2-3 Aana,18 Feet / Blacktopped,1860 Aana,5 months ago,"['Balcony', 'Fencing', 'Garden', 'Gym', 'Modular Kitchen', 'Swimming Pool', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'CCTV', 'Intercom', 'Internet', 'Maintenance', 'Parking', 'Security Staff', 'Store Room']"
"RESIDENTIAL : House For Sale In Mahalaxmi Nagarpalika, Lalitpur","Changathali, United Colony, Mahalaxmi Nagarpalika, Lalitpur","NPR. 2,60,00,000 Total Price",6,4,2.5,1,South,,372,0-3-2-0 Aana,13 Feet / Blacktopped,2500 Sq. Feet,5 months ago,"['Balcony', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank', 'Parking', 'Store Room']"
"House For Sale In Kapan, Kathmandu","Payatar, Kapan, Kathmandu","NPR. 2,70,00,000",11,3,3.0,1,South East,2077.0,549,4 Aana,10 Feet / Blacktopped,2200 Sq. Feet,5 months ago,"['Parking', 'Balcony', 'Water Supply', 'Garden', 'CCTV', 'Microwave', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Solar Water', 'Water Well', 'Water Tank', 'Internet', 'Store Room', 'Lawn']"
"House For Sale Biratnagar : House For Sale In Ganga Tole, Biratnagar","Tankisinwari, Ward No 2, Morang, Biratnagar, Ganga Tole, Biratnagar","NPR. 65,00,000 Per Kattha",3,3,,2,East,,333,3 Kattha,0 Feet,4 Dhur,5 months ago,"['Lawn', 'Garage', 'Parking', 'Air Condition', 'Balcony', 'Fencing', 'Water Supply', 'Garden', 'Modular Kitchen']"
"House On Sale : House For Sale In Imadol, Lalitpur","Rajkulo Marga, Imadol, Lalitpur","NPR. 2,65,00,000",4,3,3.0,1,South,2022.0,555,0-3-2-0 Aana,20 Feet / Gravelled,N/A Aana,5 months ago,"['Lawn', 'Drainage', 'Parking', 'Balcony', 'Fencing', 'Water Supply', 'Garden', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Water Well', 'Water Tank', 'Internet']"
"House For Sale In Imadol, Lalitpur","imadol naya basi, Imadol, Lalitpur","NPR. 2,85,00,000",9,4,3.0,1,South,2077.0,280,3-2-0 Aana,13 Feet / Gravelled,2500 Sq. Feet,5 months ago,"['Parking', 'Water Supply', 'Water Tank', 'TV Cable', 'Modular Kitchen', 'Solar Water', 'Water Well']"
"House : House For Sale In Dhumbarahi, Kathmandu","385/25, Dhumbarahi, Kathmandu","NPR. 5,50,00,000 Onwards",10,7,4.0,2,North,2066.0,567,0-5-2-0 Aana,13 Feet / Blacktopped,3300 Sq. Feet,5 months ago,"['Drainage', 'Parking', 'TV Cable', 'Washing Machine', 'Wifi', 'Solar Water', 'Water Tank', 'Electricity Backup', 'Internet']"
"Brihat Community Living : House For Sale In Sitapaila, Kathmandu","Ramkot, Sitapaila, Kathmandu","NPR. 5,36,00,000 Total Price",3,4,3.5,1,North,2078.0,1.6K,0-6-1-3 Aana,20 Feet / Paved,2900 Sq. Feet,5 months ago,"['Lawn', 'Balcony', 'Fencing', 'Garden', 'Gym', 'Modular Kitchen', 'Swimming Pool', 'TV Cable', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'CCTV', 'Internet', 'Kids Playground', 'Maintenance', 'Parking', 'Security Staff', 'Store Room', 'Jacuzzi']"
"House For Sale In Imadol, Lalitpur","Imadol 4 Bojepokhari, Imadol, Lalitpur",NPR. 285,6,5,3.0,1,East,,211,0.3.2.1 Aana,12 Feet / Gravelled,2461 Sq. Feet,5 months ago,"['Parking', 'Water Supply', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Solar Water', 'Water Tank', 'Internet', 'Balcony']"
"Built On 5 Aana 2 Paisa 3 Daam. Brand New House Sale At Imadol Sital Height , Lalitpur, Nepal. Very Low Price New House. : House For Sale In Imadol, Lalitpur","Sital height, Imadol, Imadol, Lalitpur","NPR. 3,85,00,000",7,5,3.0,10,East,,244,6 Aana,18 Feet / Gravelled,0-5-2-3 Aana,5 months ago,"['Lawn', 'Drainage', 'Parking', 'Balcony', 'Deck', 'Fencing', 'Water Supply', 'Garden', 'Modular Kitchen', 'TV Cable', 'Solar Water', 'Water Well', 'Water Tank']"
"House For Sale In Budhanilkantha, Kathmandu","Bagmati, Budhanilkantha, Kathmandu","NPR. 7,90,00,000 N/A",5,5,2.0,3,East,,494,8 Aana,26 Feet / Paved,N/A Sq. Feet,5 months ago,"['Parking', 'Balcony', 'Water Supply', 'Garden', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Washing Machine', 'Solar Water', 'Water Well', 'Water Tank', 'Internet', 'Store Room']"
"RESIDENTIAL HOUSE ON SALE AT POKHARA-12 LALIGURAS WITH SERENE MOUNTAIN VIEW : House For Sale In Pokhara, Pokhara","laliguras shanti tole (house no .74), Pokhara, Pokhara","NPR. 4,60,00,000 Onwards",10,9,4.0,0,South,,886,7 Aana,12 Feet / Blacktopped,5000 Sq. Feet,5 months ago,"['Drainage', 'Parking', 'Balcony', 'Modular Kitchen', 'Water Tank', 'Solar Water']"
"Residential : House For Sale In Hattiban, Lalitpur","Near LA School, Hattiban, Lalitpur","NPR. 3,25,00,000",5,4,3.0,1,South,,1.2K,0-4-0-0 Aana,13 Feet / Blacktopped,2300 Sq. Feet,6 months ago,"['Balcony', 'Modular Kitchen', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Parking', 'Store Room']"
"FINE RESIDENTIAL : House For Sale In Hattiban, Lalitpur","Sitapakha, Hattiban, Lalitpur","NPR. 3,50,00,000 Total Price",5,4,3.5,1,North East,,925,0-4-0-0 Aana,13 Feet / Concrete,2500 Sq. Feet,6 months ago,"['Balcony', 'Modular Kitchen', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Parking', 'Store Room']"
"Comfortable Residential : House For Sale In Hattiban, Lalitpur","Sitapakha, Hattiban, Lalitpur","NPR. 2,90,00,000 Total Price",6,4,2.5,1,West,,1.2K,0-3-1-0 Aana,13 Feet / Concrete,N/A Aana,6 months ago,[]
"House For Sale In Imadol, Lalitpur","Rajkulo, Imadol, Lalitpur","NPR. 2,75,00,000 Per Month",5,4,3.0,1,North,2077.0,410,3 Aana,16 Feet / Gravelled,2200 Sq. Feet,6 months ago,"['Garage', 'Parking', 'Water Supply', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Solar Water', 'Water Tank', 'Internet']"
"House For Sale In Dharan, Dharan","bijaypur, Dharan, Dharan","NPR. 1,45,00,000",3,3,,1,East,,996,8.75 Dhur,0 Feet,N/A Aana,6 months ago,"['Water Tank', 'Parking', 'Water Supply', 'Balcony', 'Garden', 'Modular Kitchen']"
"RESIDENTIAL : House For Sale In Dallu, Kathmandu","Dallu Awas, Dallu, Kathmandu","NPR. 4,10,00,000 Total Price",6,3,3.0,1,South,,1.5K,0-3-0-0 Aana,16 Feet / Blacktopped,2300 Sq. Feet,6 months ago,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Internet', 'Store Room']"
"Residential House On Sale And Rent : House For Sale In Nagarjun, Kathmandu","Nagarjun-6, Nagarjun, Kathmandu","NPR. 3,50,00,000 Total Price",6,4,2.5,2,North West,2016.0,422,6.5 Aana,16 Feet / Gravelled,N/A Aana,6 months ago,"['Modular Kitchen', 'Drainage', 'Water Supply', 'Solar Water', 'CCTV', 'Parking', 'Store Room']"
"Pepsicola : House For Sale In Kageshwari-Manohara, Kathmandu","barashutter,near bhadrakali petrol pump, Kageshwari-Manohara, Kathmandu","NPR. 2,65,00,000 Onwards",6,3,3.0,1,East,2019.0,402,4 Aana,13 Feet / Gravelled,N/A Aana,6 months ago,"['Parking', 'Lawn', 'Drainage', 'Balcony', 'Garden', 'Water Tank', 'Water Supply']"
"House On Sale Near Krishna Mandir Imadol : House For Sale In Imadol, Lalitpur","Imadol -7, Imadol, Lalitpur","NPR. 1,55,00,000",1,1,1.0,1,East,2022.0,671,0-3-2-0 Aana,14 Feet / Gravelled,0-3-2-0 Aana,7 months ago,"['Parking', 'Water Supply']"
"Newly Constructed : House For Sale In Budhanilkantha, Kathmandu","Kapan, Budhanilkantha, Kathmandu","NPR. 3,25,00,000 Total price",5,4,3.0,1,South,2079.0,448,0-4-0-0 Aana,13 Feet / Paved,2400 Aana,7 months ago,"['Garage', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Internet', 'Parking']"
"House/Land At Damak - 9 Bijay Tole Jhapa : House For Sale In Damak, Jhapa","House no 2-22419 Bijay Tole Damak-9 Jhapa Nepal, Damak, Jhapa","NPR. 7,00,000 Per Dhur",4,3,2.0,0,East,2000.0,378,22 Dhur,20 Feet,1 Kattha,7 months ago,"['Drainage', 'Water Supply', 'Garden', 'TV Cable', 'Wifi', 'Internet', 'Lawn']"
"Traditional Style : House For Sale In Budhanilkantha, Kathmandu","Mandikatar Tennis Court, Budhanilkantha, Kathmandu","NPR. 4,25,00,000 Total price",5,4,3.0,2,West,2078.0,1.4K,0-4-1-0 Aana,13 Feet / Gravelled,2400 Sq. Feet,7 months ago,"['Garage', 'Balcony', 'Fencing', 'Garden', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Internet', 'Parking', 'Store Room']"
"Semi-Bungalow : House For Sale In Budhanilkantha, Kathmandu","Sundarbasti, Kapan, Budhanilkantha, Kathmandu","NPR. 4,35,00,000 Total price",6,5,4.0,3,North East,2079.0,1.1K,0-5-0-0 Aana,13 Feet / Blacktopped,2800 Sq. Feet,7 months ago,"['Garage', 'Balcony', 'Deck', 'Fencing', 'Garden', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Internet', 'Parking', 'Store Room']"
"Residental House Sell : House For Sale In Tikathali, Lalitpur","Tikathali, Tikathali, Lalitpur","NPR. 2,65,00,000",3,3,3.0,3,South East,2016.0,271,5 Aana,0 Feet / Gravelled,5 Aana,7 months ago,"['Solar Water', 'Wifi', 'TV Cable']"
"4BHK Modern Home For Sale At Housing In Sitapaila : House For Sale In Sitapaila, Kathmandu","Nagarjun ward no 4, Sitapaila, Sitapaila, Kathmandu","NPR. 6,25,00,000 Onwards",4,5,,2,South,,634,0-7-2-3.14 Aana,22 Feet,2734 Sq. Feet,7 months ago,"['Drainage', 'Parking', 'Garden', 'Water Supply', 'Fencing', 'Balcony', 'Gym', 'Modular Kitchen', 'Swimming Pool', 'TV Cable', 'Security Staff']"
"House / Land On Sale : House For Sale In Kupondole, Lalitpur","kupondole lalitpur sanepa, Kupondole, Lalitpur","NPR. 70,00,000 Per Aana",4,0,3.0,0,South East,,825,13 Aana,16 Feet / Paved,N/A Aana,7 months ago,[]
